Time (s),Thrust (N),Oxidizer Tank Pressure (kPa),Combustion Chamber Pressure (kPa),Injector Pressure Drop (kPa),Oxidizer Mass (kg),Fuel Mass (kg),Oxidizer Mass Flow Rate (kg/s),Fuel Mass Flow Rate (kg/s),Exhaust Mass Flow Rate (kg/s),Oxidizer to Fuel Ratio,Grain ID (cm),Regression Rate (mm/s)
7.96,594.20799,1401.1115,814.61794,0,0.48975662,1.1185519,0.20043558,0.11584122,0.44577122,1.7302613,8.5605323,0.0014267045
7.961,593.38197,1400.0811,813.81642,0,0.48955633,1.1184361,0.20028807,0.11581486,0.44538082,1.7293815,8.5608175,0.0014263323
7.962,592.55736,1399.0516,813.01626,0,0.48935619,1.1183203,0.20014069,0.1157885,0.44499106,1.7285023,8.5611027,0.0014259602
7.963,591.73416,1398.023,812.21747,0,0.4891562,1.1182046,0.19999344,0.11576216,0.44460194,1.7276236,8.5613878,0.0014255883
7.964,590.91236,1396.9952,811.42004,0,0.48895635,1.1180888,0.19984631,0.11573582,0.44421346,1.7267455,8.5616729,0.0014252165
7.965,590.09196,1395.9683,810.62397,0,0.48875665,1.1179731,0.19969932,0.1157095,0.44382561,1.725868,8.5619578,0.0014248449
7.966,589.27295,1394.9423,809.82925,0,0.4885571,1.1178574,0.19955245,0.11568318,0.4434384,1.7249911,8.5622427,0.0014244734
7.967,588.45534,1393.9172,809.03589,0,0.48835769,1.1177418,0.19940572,0.11565688,0.44305181,1.7241147,8.5625276,0.0014241021
7.968,587.63912,1392.8929,808.24388,0,0.48815843,1.1176262,0.19925911,0.11563058,0.44266586,1.7232389,8.5628123,0.0014237309
7.969,586.82428,1391.8694,807.45322,0,0.48795932,1.1175106,0.19911263,0.11560429,0.44228054,1.7223636,8.563097,0.0014233599
7.97,586.01083,1390.8469,806.6639,0,0.48776036,1.117395,0.19896628,0.11557801,0.44189585,1.721489,8.5633816,0.0014229891
7.971,585.19876,1389.8252,805.87592,0,0.48756154,1.1172794,0.19882006,0.11555175,0.44151178,1.7206149,8.5636661,0.0014226184
7.972,584.38806,1388.8043,805.08927,0,0.48736286,1.1171639,0.19867396,0.11552549,0.44112834,1.7197414,8.5639505,0.0014222479
7.973,583.57874,1387.7844,804.30396,0,0.48716433,1.1170484,0.19852799,0.11549924,0.44074552,1.7188684,8.5642349,0.0014218775
7.974,582.77079,1386.7653,803.51999,0,0.48696595,1.1169329,0.19838216,0.115473,0.44036332,1.717996,8.5645192,0.0014215072
7.975,581.9642,1385.747,802.73734,0,0.48676771,1.1168175,0.19823645,0.11544677,0.43998175,1.7171242,8.5648035,0.0014211372
7.976,581.15898,1384.7296,801.95601,0,0.48656962,1.1167021,0.19809086,0.11542055,0.43960079,1.716253,8.5650876,0.0014207672
7.977,580.35512,1383.7131,801.17601,0,0.48637168,1.1165867,0.19794541,0.11539434,0.43922045,1.7153823,8.5653717,0.0014203975
7.978,579.55262,1382.6974,800.39732,0,0.48617388,1.1164713,0.19780008,0.11536814,0.43884073,1.7145122,8.5656557,0.0014200279
7.979,578.75147,1381.6826,799.61995,0,0.48597622,1.116356,0.19765488,0.11534194,0.43846163,1.7136427,8.5659396,0.0014196584
7.98,577.95167,1380.6686,798.8439,0,0.48577871,1.1162406,0.19750981,0.11531576,0.43808313,1.7127737,8.5662235,0.0014192891
7.981,577.15322,1379.6555,798.06915,0,0.48558135,1.1161254,0.19736486,0.11528959,0.43770525,1.7119053,8.5665073,0.0014189199
7.982,576.35612,1378.6433,797.29571,0,0.48538413,1.1160101,0.19722004,0.11526342,0.43732799,1.7110375,8.566791,0.0014185509
7.983,575.56036,1377.6319,796.52357,0,0.48518705,1.1158949,0.19707535,0.11523727,0.43695133,1.7101703,8.5670746,0.0014181821
7.984,574.76594,1376.6214,795.75273,0,0.48499012,1.1157796,0.19693078,0.11521112,0.43657528,1.7093036,8.5673582,0.0014178134
7.985,573.97285,1375.6117,794.98319,0,0.48479334,1.1156645,0.19678635,0.11518499,0.43619983,1.7084374,8.5676417,0.0014174448
7.986,573.1811,1374.6029,794.21495,0,0.48459669,1.1155493,0.19664203,0.11515886,0.43582499,1.7075719,8.5679251,0.0014170764
7.987,572.39067,1373.5949,793.44799,0,0.4844002,1.1154342,0.19649785,0.11513275,0.43545076,1.7067069,8.5682084,0.0014167082
7.988,571.60157,1372.5878,792.68233,0,0.48420384,1.1153191,0.19635379,0.11510664,0.43507713,1.7058424,8.5684917,0.0014163401
7.989,570.8138,1371.5815,791.91795,0,0.48400763,1.115204,0.19620986,0.11508054,0.4347041,1.7049786,8.5687749,0.0014159722
7.99,570.02734,1370.5761,791.15485,0,0.48381157,1.1150889,0.19606605,0.11505445,0.43433167,1.7041153,8.569058,0.0014156044
7.991,569.24221,1369.5716,790.39303,0,0.48361564,1.1149739,0.19592237,0.11502838,0.43395983,1.7032525,8.5693411,0.0014152368
7.992,568.45838,1368.5679,789.63249,0,0.48341987,1.1148589,0.19577882,0.11500231,0.4335886,1.7023904,8.569624,0.0014148693
7.993,567.67587,1367.565,788.87322,0,0.48322423,1.1147439,0.19563539,0.11497625,0.43321796,1.7015287,8.5699069,0.001414502
7.994,566.89467,1366.563,788.11522,0,0.48302874,1.114629,0.19549209,0.1149502,0.43284792,1.7006677,8.5701898,0.0014141348
7.995,566.11477,1365.5618,787.35849,0,0.48283339,1.114514,0.19534891,0.11492416,0.43247846,1.6998072,8.5704725,0.0014137678
7.996,565.33618,1364.5615,786.60302,0,0.48263818,1.1143991,0.19520586,0.11489813,0.4321096,1.6989473,8.5707552,0.001413401
7.997,564.55888,1363.562,785.84882,0,0.48244312,1.1142843,0.19506293,0.1148721,0.43174134,1.6980879,8.5710378,0.0014130342
7.998,563.78288,1362.5634,785.09587,0,0.4822482,1.1141694,0.19492013,0.11484609,0.43137366,1.6972291,8.5713203,0.0014126677
7.999,563.00817,1361.5656,784.34418,0,0.48205342,1.1140546,0.19477746,0.11482009,0.43100656,1.6963709,8.5716028,0.0014123013
8,562.23475,1360.5687,783.59375,0,0.48185879,1.1139398,0.1946349,0.11479409,0.43064006,1.6955132,8.5718852,0.001411935
8.001,561.46262,1359.5726,782.84456,0,0.4816643,1.113825,0.19449248,0.11476811,0.43027414,1.6946561,8.5721675,0.0014115689
8.002,560.69177,1358.5773,782.09662,0,0.48146994,1.1137103,0.19435018,0.11474214,0.4299088,1.6937995,8.5724497,0.001411203
8.003,559.92221,1357.5829,781.34993,0,0.48127574,1.1135956,0.194208,0.11471617,0.42954405,1.6929435,8.5727319,0.0014108372
8.004,559.15392,1356.5894,780.60447,0,0.48108167,1.1134809,0.19406595,0.11469022,0.42917987,1.6920881,8.573014,0.0014104716
8.005,558.38691,1355.5966,779.86026,0,0.48088775,1.1133662,0.19392402,0.11466427,0.42881628,1.6912332,8.573296,0.0014101061
8.006,557.62117,1354.6047,779.11728,0,0.48069396,1.1132516,0.19378222,0.11463833,0.42845326,1.6903789,8.573578,0.0014097407
8.007,556.8567,1353.6137,778.37554,0,0.48050032,1.113137,0.19364054,0.11461241,0.42809083,1.6895252,8.5738598,0.0014093755
8.008,556.0935,1352.6235,777.63502,0,0.48030683,1.1130224,0.19349899,0.11458649,0.42772897,1.688672,8.5741416,0.0014090105
8.009,555.33156,1351.6341,776.89573,0,0.48011347,1.1129078,0.19335756,0.11456058,0.42736768,1.6878193,8.5744234,0.0014086456
8.01,554.57088,1350.6456,776.15767,0,0.47992025,1.1127933,0.19321625,0.11453468,0.42700696,1.6869672,8.574705,0.0014082809
8.011,553.81146,1349.6579,775.42083,0,0.47972718,1.1126788,0.19307507,0.11450879,0.42664682,1.6861157,8.5749866,0.0014079163
8.012,553.0533,1348.6711,774.6852,0,0.47953424,1.1125643,0.19293401,0.11448291,0.42628725,1.6852647,8.5752681,0.0014075519
8.013,552.29639,1347.685,773.9508,0,0.47934145,1.1124498,0.19279308,0.11445704,0.42592825,1.6844143,8.5755496,0.0014071876
8.014,551.54072,1346.6998,773.2176,0,0.4791488,1.1123354,0.19265227,0.11443118,0.42556982,1.6835644,8.5758309,0.0014068235
8.015,550.7863,1345.7155,772.48562,0,0.47895629,1.112221,0.19251158,0.11440533,0.42521195,1.6827151,8.5761122,0.0014064595
8.016,550.03313,1344.732,771.75485,0,0.47876391,1.1121066,0.19237101,0.11437949,0.42485465,1.6818664,8.5763934,0.0014060957
8.017,549.2812,1343.7493,771.02528,0,0.47857168,1.1119923,0.19223057,0.11435365,0.42449791,1.6810182,8.5766746,0.0014057321
8.018,548.5305,1342.7674,770.29691,0,0.47837959,1.111878,0.19209025,0.11432783,0.42414174,1.6801706,8.5769556,0.0014053685
8.019,547.78104,1341.7864,769.56974,0,0.47818764,1.1117636,0.19195006,0.11430201,0.42378613,1.6793235,8.5772367,0.0014050052
8.02,547.03281,1340.8062,768.84377,0,0.47799583,1.1116494,0.19180998,0.11427621,0.42343107,1.6784769,8.5775176,0.001404642
8.021,546.28582,1339.8269,768.11899,0,0.47780416,1.1115351,0.19167003,0.11425042,0.42307658,1.677631,8.5777984,0.0014042789
8.022,545.54004,1338.8484,767.3954,0,0.47761263,1.1114209,0.19153021,0.11422463,0.42272265,1.6767855,8.5780792,0.001403916
8.023,544.7955,1337.8707,766.67301,0,0.47742124,1.1113067,0.1913905,0.11419885,0.42236927,1.6759407,8.5783599,0.0014035532
8.024,544.05217,1336.8938,765.95179,0,0.47722999,1.1111925,0.19125092,0.11417309,0.42201645,1.6750964,8.5786406,0.0014031906
8.025,543.31006,1335.9177,765.23177,0,0.47703888,1.1110784,0.19111146,0.11414733,0.42166418,1.6742526,8.5789211,0.0014028282
8.026,542.56917,1334.9425,764.51292,0,0.47684791,1.1109643,0.19097212,0.11412158,0.42131246,1.6734094,8.5792016,0.0014024659
8.027,541.82949,1333.9681,763.79525,0,0.47665708,1.1108502,0.19083291,0.11409584,0.4209613,1.6725667,8.579482,0.0014021037
8.028,541.09102,1332.9946,763.07875,0,0.47646638,1.1107361,0.19069381,0.11407011,0.42061069,1.6717246,8.5797624,0.0014017417
8.029,540.35375,1332.0218,762.36343,0,0.47627583,1.110622,0.19055484,0.11404439,0.42026062,1.670883,8.5800427,0.0014013799
8.03,539.61769,1331.0499,761.64928,0,0.47608541,1.110508,0.19041599,0.11401868,0.41991111,1.670042,8.5803229,0.0014010182
8.031,538.88284,1330.0788,760.93629,0,0.47589513,1.110394,0.19027726,0.11399298,0.41956214,1.6692016,8.580603,0.0014006566
8.032,538.14918,1329.1086,760.22447,0,0.47570499,1.1102801,0.19013866,0.11396729,0.41921372,1.6683617,8.5808831,0.0014002952
8.033,537.41672,1328.1391,759.51381,0,0.47551499,1.1101661,0.19000017,0.11394161,0.41886584,1.6675223,8.5811631,0.001399934
8.034,536.68545,1327.1705,758.80431,0,0.47532513,1.1100522,0.18986181,0.11391593,0.4185185,1.6666835,8.581443,0.0013995729
8.035,535.95537,1326.2027,758.09596,0,0.47513541,1.1099383,0.18972356,0.11389027,0.41817171,1.6658452,8.5817228,0.001399212
8.036,535.22648,1325.2357,757.38877,0,0.47494582,1.1098245,0.18958544,0.11386462,0.41782546,1.6650075,8.5820026,0.0013988512
8.037,534.49878,1324.2696,756.68273,0,0.47475638,1.1097106,0.18944744,0.11383897,0.41747974,1.6641703,8.5822823,0.0013984905
8.038,533.77226,1323.3042,755.97784,0,0.47456707,1.1095968,0.18930956,0.11381334,0.41713457,1.6633337,8.5825619,0.00139813
8.039,533.04691,1322.3397,755.2741,0,0.4743779,1.109483,0.1891718,0.11378771,0.41678993,1.6624977,8.5828415,0.0013977697
8.04,532.32275,1321.376,754.5715,0,0.47418886,1.1093693,0.18903416,0.11376209,0.41644583,1.6616621,8.5831209,0.0013974095
8.041,531.59976,1320.4131,753.87004,0,0.47399996,1.1092555,0.18889664,0.11373649,0.41610226,1.6608271,8.5834003,0.0013970495
8.042,530.87794,1319.451,753.16971,0,0.4738112,1.1091418,0.18875925,0.11371089,0.41575923,1.6599927,8.5836797,0.0013966896
8.043,530.1573,1318.4898,752.47053,0,0.47362258,1.1090281,0.18862197,0.1136853,0.41541673,1.6591588,8.583959,0.0013963298
8.044,529.43782,1317.5294,751.77248,0,0.4734341,1.1089145,0.18848481,0.11365972,0.41507476,1.6583255,8.5842381,0.0013959702
8.045,528.7195,1316.5697,751.07555,0,0.47324575,1.1088008,0.18834778,0.11363415,0.41473332,1.6574927,8.5845173,0.0013956108
8.046,528.00234,1315.6109,750.37976,0,0.47305754,1.1086872,0.18821086,0.11360859,0.41439241,1.6566604,8.5847963,0.0013952515
8.047,527.28635,1314.6529,749.68509,0,0.47286947,1.1085736,0.18807406,0.11358304,0.41405202,1.6558287,8.5850753,0.0013948924
8.048,526.57151,1313.6957,748.99154,0,0.47268153,1.1084601,0.18793739,0.1135575,0.41371216,1.6549976,8.5853542,0.0013945334
8.049,525.85782,1312.7394,748.29912,0,0.47249373,1.1083465,0.18780083,0.11353197,0.41337283,1.654167,8.585633,0.0013941745
8.05,525.14529,1311.7838,747.60781,0,0.47230606,1.108233,0.18766439,0.11350644,0.41303402,1.6533369,8.5859118,0.0013938159
8.051,524.4339,1310.8291,746.91762,0,0.47211853,1.1081196,0.18752807,0.11348093,0.41269574,1.6525074,8.5861905,0.0013934573
8.052,523.72366,1309.8751,746.22854,0,0.47193114,1.1080061,0.18739187,0.11345543,0.41235798,1.6516784,8.5864691,0.0013930989
8.053,523.01456,1308.922,745.54057,0,0.47174389,1.1078927,0.18725579,0.11342993,0.41202073,1.6508499,8.5867477,0.0013927407
8.054,522.3066,1307.9697,744.85371,0,0.47155677,1.1077793,0.18711983,0.11340445,0.41168401,1.650022,8.5870261,0.0013923826
8.055,521.59978,1307.0181,744.16795,0,0.47136978,1.1076659,0.18698399,0.11337897,0.4113478,1.6491946,8.5873045,0.0013920247
8.056,520.8941,1306.0674,743.4833,0,0.47118294,1.1075525,0.18684827,0.1133535,0.41101212,1.6483678,8.5875829,0.0013916669
8.057,520.18955,1305.1175,742.79975,0,0.47099622,1.1074392,0.18671267,0.11332805,0.41067694,1.6475415,8.5878611,0.0013913092
8.058,519.48613,1304.1684,742.11729,0,0.47080965,1.1073259,0.18657718,0.1133026,0.41034229,1.6467158,8.5881393,0.0013909518
8.059,518.78384,1303.2202,741.43593,0,0.4706232,1.1072126,0.18644182,0.11327716,0.41000814,1.6458906,8.5884174,0.0013905944
8.06,518.08268,1302.2727,740.75567,0,0.4704369,1.1070994,0.18630657,0.11325173,0.40967451,1.645066,8.5886955,0.0013902372
8.061,517.38263,1301.326,740.07649,0,0.47025073,1.1069861,0.18617144,0.11322631,0.40934139,1.6442418,8.5889735,0.0013898802
8.062,516.68371,1300.3801,739.3984,0,0.47006469,1.1068729,0.18603643,0.1132009,0.40900879,1.6434183,8.5892514,0.0013895233
8.063,515.9859,1299.435,738.7214,0,0.46987879,1.1067598,0.18590154,0.1131755,0.40867669,1.6425952,8.5895292,0.0013891665
8.064,515.28922,1298.4908,738.04548,0,0.46969302,1.1066466,0.18576676,0.11315011,0.40834509,1.6417727,8.589807,0.00138881
8.065,514.59364,1297.5473,737.37064,0,0.46950739,1.1065335,0.18563211,0.11312473,0.40801401,1.6409507,8.5900847,0.0013884535
8.066,513.89917,1296.6046,736.69688,0,0.46932189,1.1064204,0.18549757,0.11309935,0.40768343,1.6401293,8.5903623,0.0013880972
8.067,513.20581,1295.6628,736.0242,0,0.46913653,1.1063073,0.18536315,0.11307399,0.40735336,1.6393084,8.5906398,0.0013877411
8.068,512.51356,1294.7217,735.35259,0,0.4689513,1.1061943,0.18522884,0.11304864,0.40702379,1.6384881,8.5909173,0.0013873851
8.069,511.82241,1293.7814,734.68205,0,0.4687662,1.1060813,0.18509466,0.11302329,0.40669472,1.6376683,8.5911947,0.0013870292
8.07,511.13236,1292.842,734.01258,0,0.46858124,1.1059683,0.18496059,0.11299796,0.40636615,1.636849,8.591472,0.0013866735
8.071,510.44341,1291.9033,733.34417,0,0.46839642,1.1058553,0.18482664,0.11297263,0.40603809,1.6360302,8.5917493,0.001386318
8.072,509.75556,1290.9654,732.67683,0,0.46821172,1.1057423,0.1846928,0.11294731,0.40571052,1.635212,8.5920265,0.0013859626
8.073,509.06879,1290.0283,732.01055,0,0.46802717,1.1056294,0.18455909,0.112922,0.40538345,1.6343944,8.5923036,0.0013856073
8.074,508.38312,1289.092,731.34534,0,0.46784274,1.1055165,0.18442549,0.11289671,0.40505688,1.6335772,8.5925807,0.0013852522
8.075,507.69854,1288.1566,730.68117,0,0.46765845,1.1054036,0.18429201,0.11287142,0.4047308,1.6327606,8.5928577,0.0013848973
8.076,507.01504,1287.2219,730.01806,0,0.46747429,1.1052908,0.18415864,0.11284614,0.40440522,1.6319446,8.5931346,0.0013845425
8.077,506.33263,1286.288,729.35601,0,0.46729026,1.105178,0.18402539,0.11282087,0.40408013,1.631129,8.5934114,0.0013841878
8.078,505.6513,1285.3549,728.695,0,0.46710637,1.1050652,0.18389226,0.11279561,0.40375554,1.630314,8.5936882,0.0013838333
8.079,504.97104,1284.4225,728.03504,0,0.46692261,1.1049524,0.18375924,0.11277035,0.40343144,1.6294996,8.5939649,0.001383479
8.08,504.29186,1283.491,727.37613,0,0.46673899,1.1048397,0.18362634,0.11274511,0.40310782,1.6286856,8.5942415,0.0013831247
8.081,503.61376,1282.5603,726.71826,0,0.46655549,1.1047269,0.18349356,0.11271988,0.4027847,1.6278722,8.594518,0.0013827707
8.082,502.93673,1281.6303,726.06143,0,0.46637213,1.1046143,0.18336089,0.11269465,0.40246207,1.6270594,8.5947945,0.0013824168
8.083,502.26076,1280.7012,725.40564,0,0.4661889,1.1045016,0.18322834,0.11266944,0.40213992,1.626247,8.5950709,0.001382063
8.084,501.58587,1279.7728,724.75088,0,0.46600581,1.1043889,0.18309591,0.11264423,0.40181826,1.6254352,8.5953473,0.0013817094
8.085,500.91203,1278.8452,724.09716,0,0.46582284,1.1042763,0.18296359,0.11261904,0.40149708,1.624624,8.5956236,0.0013813559
8.086,500.23926,1277.9185,723.44447,0,0.46564001,1.1041637,0.18283139,0.11259385,0.40117639,1.6238132,8.5958998,0.0013810026
8.087,499.56755,1276.9925,722.79281,0,0.46545731,1.1040512,0.1826993,0.11256868,0.40085618,1.623003,8.5961759,0.0013806494
8.088,498.8969,1276.0672,722.14217,0,0.46527475,1.1039386,0.18256733,0.11254351,0.40053645,1.6221933,8.5964519,0.0013802964
8.089,498.2273,1275.1428,721.49256,0,0.46509231,1.1038261,0.18243547,0.11251835,0.4002172,1.6213842,8.5967279,0.0013799435
8.09,497.55875,1274.2192,720.84397,0,0.46491001,1.1037136,0.18230373,0.1124932,0.39989844,1.6205756,8.5970038,0.0013795908
8.091,496.89126,1273.2963,720.1964,0,0.46472783,1.1036011,0.1821721,0.11246806,0.39958015,1.6197675,8.5972797,0.0013792382
8.092,496.22481,1272.3743,719.54985,0,0.46454579,1.1034887,0.18204059,0.11244293,0.39926234,1.6189599,8.5975555,0.0013788858
8.093,495.55941,1271.453,718.90432,0,0.46436388,1.1033763,0.1819092,0.11241781,0.39894501,1.6181529,8.5978312,0.0013785335
8.094,494.89505,1270.5325,718.2598,0,0.46418211,1.1032639,0.18177792,0.11239269,0.39862815,1.6173464,8.5981068,0.0013781814
8.095,494.23173,1269.6127,717.61628,0,0.46400046,1.1031515,0.18164675,0.11236759,0.39831177,1.6165404,8.5983824,0.0013778294
8.096,493.56945,1268.6938,716.97378,0,0.46381894,1.1030392,0.1815157,0.1123425,0.39799586,1.615735,8.5986579,0.0013774775
8.097,492.90821,1267.7756,716.33228,0,0.46363756,1.1029269,0.18138476,0.11231741,0.39768042,1.61493,8.5989333,0.0013771258
8.098,492.248,1266.8582,715.69179,0,0.46345631,1.1028146,0.18125394,0.11229234,0.39736546,1.6141256,8.5992087,0.0013767743
8.099,491.58883,1265.9416,715.0523,0,0.46327518,1.1027023,0.18112323,0.11226727,0.39705096,1.6133218,8.5994839,0.0013764229
8.1,490.93068,1265.0258,714.41381,0,0.46309419,1.1025901,0.18099264,0.11224222,0.39673694,1.6125184,8.5997592,0.0013760717
8.101,490.27356,1264.1108,713.77632,0,0.46291333,1.1024778,0.18086216,0.11221717,0.39642338,1.6117156,8.6000343,0.0013757205
8.102,489.61746,1263.1965,713.13982,0,0.4627326,1.1023656,0.1807318,0.11219213,0.39611029,1.6109133,8.6003094,0.0013753696
8.103,488.96239,1262.283,712.50432,0,0.46255199,1.1022535,0.18060155,0.1121671,0.39579767,1.6101115,8.6005844,0.0013750188
8.104,488.30834,1261.3703,711.86981,0,0.46237152,1.1021413,0.18047141,0.11214208,0.39548551,1.6093103,8.6008593,0.0013746681
8.105,487.65531,1260.4584,711.23628,0,0.46219118,1.1020292,0.18034139,0.11211707,0.39517382,1.6085096,8.6011342,0.0013743176
8.106,487.00329,1259.5472,710.60375,0,0.46201097,1.1019171,0.18021148,0.11209207,0.39486259,1.6077094,8.601409,0.0013739672
8.107,486.35229,1258.6368,709.97219,0,0.46183089,1.1018051,0.18008168,0.11206708,0.39455182,1.6069097,8.6016837,0.001373617
8.108,485.7023,1257.7272,709.34162,0,0.46165094,1.101693,0.179952,0.1120421,0.39424152,1.6061106,8.6019583,0.0013732669
8.109,485.05332,1256.8183,708.71203,0,0.46147111,1.101581,0.17982243,0.11201712,0.39393167,1.605312,8.6022329,0.001372917
8.11,484.40534,1255.9103,708.08342,0,0.46129142,1.101469,0.17969298,0.11199216,0.39362229,1.6045139,8.6025074,0.0013725672
8.111,483.75837,1255.003,707.45579,0,0.46111186,1.101357,0.17956363,0.11196721,0.39331336,1.6037163,8.6027819,0.0013722176
8.112,483.11241,1254.0964,706.82912,0,0.46093242,1.1012451,0.1794344,0.11194226,0.39300489,1.6029192,8.6030563,0.0013718681
8.113,482.46744,1253.1907,706.20343,0,0.46075312,1.1011332,0.17930529,0.11191733,0.39269688,1.6021227,8.6033306,0.0013715188
8.114,481.82348,1252.2857,705.57871,0,0.46057394,1.1010213,0.17917628,0.1118924,0.39238932,1.6013267,8.6036048,0.0013711696
8.115,481.1805,1251.3815,704.95496,0,0.46039489,1.1009094,0.17904739,0.11186748,0.39208222,1.6005312,8.603879,0.0013708206
8.116,480.53853,1250.478,704.33217,0,0.46021597,1.1007976,0.17891861,0.11184257,0.39177557,1.5997362,8.6041531,0.0013704717
8.117,479.89754,1249.5754,703.71035,0,0.46003719,1.1006858,0.17878995,0.11181767,0.39146937,1.5989418,8.6044271,0.0013701229
8.118,479.25755,1248.6734,703.08948,0,0.45985852,1.100574,0.1786614,0.11179278,0.39116363,1.5981478,8.604701,0.0013697743
8.119,478.61854,1247.7723,702.46958,0,0.45967999,1.1004622,0.17853296,0.1117679,0.39085833,1.5973544,8.6049749,0.0013694258
8.12,477.98052,1246.8719,701.85063,0,0.45950159,1.1003505,0.17840463,0.11174303,0.39055349,1.5965615,8.6052487,0.0013690775
8.121,477.34348,1245.9723,701.23264,0,0.45932331,1.1002387,0.17827641,0.11171817,0.39024909,1.5957692,8.6055225,0.0013687294
8.122,476.70742,1245.0735,700.6156,0,0.45914516,1.100127,0.17814831,0.11169332,0.38994514,1.5949773,8.6057962,0.0013683813
8.123,476.07234,1244.1754,699.99951,0,0.45896714,1.1000154,0.17802031,0.11166847,0.38964164,1.594186,8.6060698,0.0013680335
8.124,475.43824,1243.278,699.38437,0,0.45878925,1.0999037,0.17789243,0.11164364,0.38933859,1.5933952,8.6063433,0.0013676858
8.125,474.80511,1242.3815,698.77017,0,0.45861148,1.0997921,0.17776467,0.11161881,0.38903597,1.5926049,8.6066168,0.0013673382
8.126,474.17296,1241.4857,698.15692,0,0.45843385,1.0996805,0.17763701,0.111594,0.38873381,1.5918151,8.6068902,0.0013669907
8.127,473.54177,1240.5907,697.54461,0,0.45825634,1.0995689,0.17750946,0.11156919,0.38843208,1.5910258,8.6071635,0.0013666434
8.128,472.91156,1239.6964,696.93325,0,0.45807896,1.0994574,0.17738203,0.11154439,0.3881308,1.5902371,8.6074368,0.0013662963
8.129,472.28231,1238.8029,696.32282,0,0.4579017,1.0993459,0.17725471,0.1115196,0.38782996,1.5894488,8.6077099,0.0013659493
8.13,471.65402,1237.9101,695.71333,0,0.45772457,1.0992344,0.1771275,0.11149483,0.38752956,1.5886611,8.6079831,0.0013656025
8.131,471.0267,1237.0181,695.10477,0,0.45754757,1.0991229,0.1770004,0.11147006,0.38722959,1.5878739,8.6082561,0.0013652558
8.132,470.40033,1236.1269,694.49714,0,0.4573707,1.0990115,0.17687341,0.11144529,0.38693007,1.5870872,8.6085291,0.0013649092
8.133,469.77493,1235.2364,693.89045,0,0.45719395,1.0989001,0.17674653,0.11142054,0.38663098,1.5863011,8.608802,0.0013645628
8.134,469.15048,1234.3467,693.28468,0,0.45701733,1.0987887,0.17661976,0.1113958,0.38633233,1.5855154,8.6090749,0.0013642165
8.135,468.52698,1233.4577,692.67984,0,0.45684084,1.0986773,0.1764931,0.11137107,0.38603412,1.5847303,8.6093476,0.0013638704
8.136,467.90444,1232.5695,692.07592,0,0.45666447,1.0985659,0.17636656,0.11134634,0.38573634,1.5839457,8.6096203,0.0013635244
8.137,467.28285,1231.682,691.47292,0,0.45648823,1.0984546,0.17624012,0.11132163,0.38543899,1.5831615,8.609893,0.0013631786
8.138,466.6622,1230.7954,690.87085,0,0.45631212,1.0983433,0.1761138,0.11129692,0.38514207,1.5823779,8.6101655,0.0013628329
8.139,466.0425,1229.9094,690.26969,0,0.45613613,1.0982321,0.17598758,0.11127223,0.38484559,1.5815949,8.610438,0.0013624874
8.14,465.42374,1229.0242,689.66945,0,0.45596027,1.0981208,0.17586148,0.11124754,0.38454954,1.5808123,8.6107105,0.001362142
8.141,464.80593,1228.1398,689.07012,0,0.45578454,1.0980096,0.17573548,0.11122286,0.38425392,1.5800302,8.6109828,0.0013617967
8.142,464.18905,1227.2561,688.47171,0,0.45560893,1.0978984,0.1756096,0.11119819,0.38395872,1.5792487,8.6112551,0.0013614516
8.143,463.57311,1226.3732,687.8742,0,0.45543344,1.0977872,0.17548382,0.11117353,0.38366396,1.5784676,8.6115273,0.0013611067
8.144,462.95811,1225.491,687.27761,0,0.45525808,1.0976761,0.17535816,0.11114888,0.38336962,1.5776871,8.6117995,0.0013607619
8.145,462.34404,1224.6095,686.68192,0,0.45508285,1.0975649,0.17523261,0.11112424,0.38307571,1.5769071,8.6120716,0.0013604172
8.146,461.7309,1223.7289,686.08713,0,0.45490774,1.0974538,0.17510716,0.11109961,0.38278222,1.5761276,8.6123436,0.0013600727
8.147,461.11869,1222.8489,685.49325,0,0.45473276,1.0973428,0.17498182,0.11107499,0.38248916,1.5753486,8.6126155,0.0013597283
8.148,460.5074,1221.9697,684.90027,0,0.45455791,1.0972317,0.1748566,0.11105037,0.38219652,1.5745701,8.6128874,0.0013593841
8.149,459.89705,1221.0913,684.30819,0,0.45438317,1.0971207,0.17473148,0.11102577,0.3819043,1.5737921,8.6131592,0.00135904
8.15,459.28761,1220.2136,683.717,0,0.45420857,1.0970097,0.17460647,0.11100118,0.38161251,1.5730146,8.613431,0.001358696
8.151,458.6791,1219.3367,683.12671,0,0.45403409,1.0968987,0.17448158,0.11097659,0.38132113,1.5722377,8.6137026,0.0013583522
8.152,458.07151,1218.4605,682.53731,0,0.45385973,1.0967878,0.17435679,0.11095201,0.38103018,1.5714612,8.6139742,0.0013580086
8.153,457.46484,1217.585,681.9488,0,0.4536855,1.0966768,0.17423211,0.11092744,0.38073965,1.5706853,8.6142458,0.0013576651
8.154,456.85908,1216.7103,681.36118,0,0.45351139,1.0965659,0.17410753,0.11090289,0.38044953,1.5699099,8.6145172,0.0013573217
8.155,456.25423,1215.8363,680.77445,0,0.45333741,1.096455,0.17398307,0.11087834,0.38015983,1.5691349,8.6147886,0.0013569785
