Time (s),Thrust (N),Oxidizer Tank Pressure (kPa),Combustion Chamber Pressure (kPa),Injector Pressure Drop (kPa),Oxidizer Mass (kg),Fuel Mass (kg),Oxidizer Mass Flow Rate (kg/s),Fuel Mass Flow Rate (kg/s),Exhaust Mass Flow Rate (kg/s),Oxidizer to Fuel Ratio,Grain ID (cm),Regression Rate (mm/s)
0,0,3712.1794,101.325,0,8.4392857,2.4973969,0,0,0,0,3.89,0
0.001,0,3712.1794,191.15394,-0.42650307,8.4359547,2.4971778,3.3310135,0.21911433,0.047809722,15.202171,3.8911877,0.0059385223
0.002,46.210624,3711.7529,279.7306,-0.43632644,8.4326655,2.4969596,3.2891688,0.21823925,0.09008447,15.07139,3.8923703,0.0059130001
0.003,137.22884,3711.3165,366.71243,-0.43135423,8.4294181,2.4967422,3.2473714,0.21735715,0.13166906,14.940256,3.8935478,0.0058873112
0.004,226.39185,3710.8852,451.93461,-0.42588596,8.4262123,2.4965257,3.2057927,0.21647166,0.17240838,14.809295,3.8947201,0.0058615536
0.005,313.60878,3710.4593,535.30946,-0.42043841,8.4230478,2.4963102,3.1645216,0.21558469,0.2122316,14.678787,3.8958872,0.0058357793
0.006,398.83139,3710.0389,616.79,-0.41503687,8.4199242,2.4960955,3.1236136,0.21469748,0.25110428,14.548906,3.8970492,0.0058100221
0.007,482.03674,3709.6238,696.35345,-0.40968713,8.4168411,2.4958817,3.0831067,0.21381095,0.28901105,14.419779,3.8982061,0.0057843059
0.008,563.21816,3709.2141,773.99258,-0.40439296,8.4137981,2.4956687,3.0430284,0.21292577,0.3259477,14.291499,3.8993578,0.0057586494
0.009,642.37997,3708.8097,849.71071,-0.39915722,8.4107947,2.4954567,3.0033999,0.21204252,0.36191708,14.16414,3.9005044,0.0057330677
0.01,719.53426,3708.4106,923.51863,-0.39398215,8.4078304,2.4952455,2.9642374,0.21116167,0.3969267,14.037763,3.901646,0.0057075735
0.011,794.69876,3708.0166,995.4325,-0.38886955,8.4049049,2.4950352,2.9255542,0.21028364,0.43098728,13.912419,3.9027824,0.0056821781
0.012,867.89535,3707.6277,1065.4725,-0.38382089,8.4020175,2.4948258,2.8873609,0.20940882,0.46411178,13.788153,3.9039138,0.0056568913
0.013,939.17163,3707.2439,1133.6575,-0.3788374,8.3991678,2.4946173,2.8496666,0.20853754,0.49649486,13.665005,3.9050401,0.0056317222
0.014,1008.5314,3706.8651,1200.0121,-0.37392043,8.3963554,2.4944096,2.8124811,0.20767018,0.52799959,13.543018,3.9061615,0.005606681
0.015,1076.0014,3706.4912,1264.5636,-0.36907092,8.3935795,2.4942028,2.7758111,0.20680707,0.55862838,13.422225,3.9072778,0.0055817759
0.016,1141.612,3706.1221,1327.3403,-0.36428965,8.3908399,2.4939969,2.7396624,0.2059485,0.58839626,13.302657,3.9083892,0.0055570148
0.017,1205.3942,3705.7578,1388.3717,-0.35957732,8.3881358,2.4937918,2.7040397,0.20509477,0.61731879,13.184343,3.9094957,0.0055324051
0.018,1267.3801,3705.3982,1447.6882,-0.3549345,8.3854669,2.4935875,2.6689472,0.20424614,0.6454119,13.067308,3.9105973,0.0055079542
0.019,1327.6027,3705.0433,1505.3209,-0.35036169,8.3828325,2.4933841,2.6343885,0.20340289,0.67269178,12.951578,3.911694,0.005483669
0.02,1386.0963,3704.6929,1561.301,-0.34585934,8.3802321,2.4931816,2.6003664,0.20256529,0.69918287,12.837177,3.9127859,0.0054595565
0.021,1442.906,3704.3471,1615.6582,-0.34142782,8.3776653,2.4929798,2.5668838,0.2017336,0.72497352,12.724126,3.9138731,0.0054356235
0.022,1498.0509,3704.0056,1668.4247,-0.33706763,8.3751313,2.4927789,2.533944,0.20090812,0.75000237,12.612452,3.9149554,0.0054118775
0.023,1551.5649,3703.6686,1719.6324,-0.33277904,8.3726298,2.4925788,2.5015489,0.20008909,0.77428543,12.502175,3.9160331,0.0053883251
0.024,1603.4818,3703.3358,1769.3137,-0.32856227,8.3701601,2.4923795,2.4696999,0.19927677,0.79783869,12.393316,3.9171061,0.0053649729
0.025,1653.8355,3703.0072,1817.5008,-0.32441751,8.3677217,2.4921811,2.4383982,0.19847142,0.82067811,12.285891,3.9181745,0.0053418273
0.026,1702.6597,3702.6828,1864.2259,-0.32034489,8.365314,2.4919834,2.4076446,0.19767327,0.84281959,12.17992,3.9192382,0.0053188945
0.027,1749.9881,3702.3625,1909.521,-0.31634452,8.3629366,2.4917865,2.3774396,0.19688257,0.86427894,12.07542,3.9202975,0.0052961809
0.028,1795.8542,3702.0461,1953.418,-0.31241645,8.3605888,2.4915904,2.3477835,0.19609956,0.88507183,11.972406,3.9213522,0.0052736925
0.029,1840.2913,3701.7337,1995.9487,-0.30856071,8.3582701,2.4913951,2.3186761,0.19532448,0.90521382,11.870894,3.9224025,0.0052514354
0.03,1883.3324,3701.4251,2037.1445,-0.30477726,8.35598,2.4912005,2.2901173,0.19455756,0.92472034,11.770898,3.9234484,0.0052294156
0.031,1925.0118,3701.1204,2077.0355,-0.30106607,8.3537179,2.4910067,2.2621062,0.19379903,0.94365127,11.672433,3.9244899,0.0052076389
0.032,1965.3595,3700.8193,2115.6526,-0.29742715,8.3514833,2.4908137,2.2346431,0.19304914,0.96198157,11.575514,3.9255271,0.0051861117
0.033,2004.4073,3700.5219,2153.0265,-0.29386038,8.3492755,2.4906214,2.2077266,0.19230812,0.9797212,11.480153,3.9265601,0.0051648396
0.034,2042.1872,3700.228,2189.1877,-0.29036561,8.3470942,2.4904298,2.1813556,0.19157617,0.99688478,11.386362,3.9275889,0.0051438281
0.035,2078.7305,3699.9377,2224.1662,-0.28694265,8.3449386,2.490239,2.1555284,0.19085352,1.0134868,11.294151,3.9286135,0.0051230826
0.036,2114.0685,3699.6507,2257.9917,-0.28359125,8.3428084,2.4900488,2.130243,0.19014037,1.0295414,11.203528,3.929634,0.0051026083
0.037,2148.232,3699.3671,2290.6937,-0.28031117,8.3407029,2.4898594,2.1054972,0.18943691,1.0450629,11.114504,3.9306505,0.0050824101
0.038,2181.2513,3699.0868,2322.3011,-0.27710208,8.3386216,2.4896706,2.0812887,0.18874335,1.060065,11.027084,3.931663,0.0050624929
0.039,2213.1565,3698.8097,2352.8426,-0.27396366,8.336564,2.4894826,2.0576147,0.18805986,1.0745614,10.941275,3.9326716,0.0050428614
0.04,2243.977,3698.5357,2382.3464,-0.27089553,8.3345295,2.4892952,2.0344722,0.18738663,1.0885657,10.857083,3.9336763,0.00502352
0.041,2273.7421,3698.2648,2410.8404,-0.26789728,8.3325177,2.4891085,2.0118581,0.18672383,1.102091,10.774512,3.9346771,0.0050044729
0.042,2302.4804,3697.9969,2438.352,-0.26496846,8.3305279,2.4889224,1.9897688,0.18607162,1.1151506,10.693564,3.9356743,0.004985724
0.043,2330.2203,3697.732,2464.9083,-0.26210861,8.3285597,2.488737,1.9682005,0.18543014,1.1277573,10.614242,3.9366677,0.0049672771
0.044,2356.9896,3697.4699,2490.5358,-0.25931719,8.3266125,2.4885522,1.9471493,0.18479956,1.1399237,10.536547,3.9376576,0.0049491357
0.045,2382.8156,3697.2106,2515.2606,-0.25659365,8.3246859,2.488368,1.9266108,0.18417998,1.1516623,10.460479,3.9386438,0.004931303
0.046,2407.7277,3696.954,2539.1082,-0.25393743,8.3227794,2.4881844,1.9065806,0.18357155,1.1629979,10.386035,3.9396266,0.0049137818
0.047,2431.751,3696.7,2562.1038,-0.25134792,8.3208923,2.4880014,1.8870541,0.18297438,1.1739372,10.313215,3.9406059,0.0048965752
0.048,2454.9099,3696.4487,2584.272,-0.2488245,8.3190243,2.487819,1.8680264,0.18238857,1.184484,10.242014,3.9415818,0.0048796854
0.049,2477.2299,3696.1998,2605.6375,-0.24636648,8.3171748,2.4876372,1.8494923,0.18181423,1.19465,10.172429,3.9425545,0.0048631147
0.05,2498.7359,3695.9535,2626.2241,-0.24397314,8.3153433,2.487456,1.8314462,0.18125141,1.2044466,10.104452,3.9435238,0.0048468647
0.051,2519.4527,3695.7095,2646.0554,-0.24164374,8.3135295,2.4872753,1.8138823,0.1807002,1.2138848,10.038076,3.94449,0.0048309368
0.052,2539.4182,3695.4679,2665.1651,-0.23937747,8.3117327,2.4870951,1.7967947,0.18016063,1.2225739,9.9732925,3.9454531,0.0048153321
0.053,2558.6723,3695.2285,2683.5906,-0.23717233,8.3099525,2.4869155,1.7801678,0.17963246,1.2303724,9.9100564,3.9464131,0.0048000431
0.054,2577.2331,3694.9913,2701.3528,-0.23502576,8.3081885,2.4867364,1.7639822,0.17911527,1.2378664,9.8483073,3.9473701,0.0047850586
0.055,2595.1222,3694.7563,2718.472,-0.2329369,8.3064403,2.4865578,1.7482317,0.17860907,1.2450666,9.7880341,3.9483242,0.0047703789
0.056,2612.3604,3694.5234,2734.9684,-0.23090491,8.3047074,2.4863797,1.73291,0.17811389,1.2519833,9.7292246,3.9492754,0.0047560037
0.057,2628.968,3694.2924,2750.8614,-0.22892896,8.3029894,2.486202,1.7180107,0.17762971,1.2586266,9.6718658,3.9502238,0.0047419327
0.058,2644.9652,3694.0635,2766.1702,-0.22700817,8.3012858,2.4860249,1.7035271,0.17715652,1.2650062,9.6159438,3.9511694,0.0047281652
0.059,2660.3714,3693.8365,2780.9133,-0.22514167,8.2995964,2.4858482,1.6894526,0.1766943,1.2711318,9.561444,3.9521124,0.0047147002
0.06,2675.2055,3693.6114,2795.1091,-0.22332855,8.2979206,2.4856719,1.6757803,0.17624301,1.2770124,9.5083506,3.9530527,0.0047015366
0.061,2689.4732,3693.388,2808.7756,-0.22156791,8.2962581,2.4854961,1.6625033,0.17580261,1.2826441,9.4566474,3.9539904,0.0046886729
0.062,2703.2037,3693.1665,2821.9301,-0.21985877,8.2946085,2.4853208,1.6496143,0.17537305,1.2880465,9.4063161,3.9549256,0.004676107
0.063,2716.4172,3692.9466,2834.5896,-0.2182002,8.2929714,2.4851458,1.637106,0.17495424,1.2932303,9.3573384,3.9558584,0.0046638369
0.064,2729.1308,3692.7284,2846.7705,-0.21659123,8.2913464,2.4849713,1.6249713,0.17454612,1.2982037,9.3096959,3.9567888,0.0046518605
0.065,2741.3613,3692.5118,2858.4887,-0.21503092,8.2897332,2.4847971,1.613203,0.17414862,1.3029745,9.2633694,3.9577168,0.0046401751
0.066,2753.125,3692.2968,2869.7599,-0.2135183,8.2881314,2.4846233,1.6017936,0.17376163,1.3075503,9.2183389,3.9586425,0.0046287782
0.067,2764.4377,3692.0833,2880.5992,-0.21205239,8.2865407,2.48445,1.5907358,0.17338506,1.3119386,9.1745842,3.9595661,0.0046176667
0.068,2775.3149,3691.8712,2891.0214,-0.21063222,8.2849606,2.4842769,1.5800223,0.1730188,1.3161464,9.1320842,3.9604874,0.0046068376
0.069,2785.7716,3691.6606,2901.0409,-0.20925679,8.283391,2.4841043,1.5696455,0.17266274,1.3201807,9.0908174,3.9614067,0.0045962876
0.07,2795.8223,3691.4513,2910.6716,-0.20792513,8.2818314,2.483932,1.5595979,0.17231676,1.3240481,9.0507619,3.9623239,0.004586013
0.071,2805.4814,3691.2434,2919.9272,-0.20663624,8.2802815,2.48376,1.5498722,0.17198072,1.327755,9.0118954,3.9632391,0.0045760102
0.072,2814.7567,3691.0368,2928.8209,-0.20538913,8.2787411,2.4835883,1.5404609,0.17165449,1.3312988,8.9741952,3.9641524,0.0045662753
0.073,2823.6654,3690.8314,2937.3658,-0.20418279,8.2772097,2.483417,1.5313561,0.17133792,1.3346905,8.9376371,3.9650637,0.004556804
0.074,2832.2232,3690.6272,2945.5742,-0.2030162,8.2756872,2.483246,1.5225504,0.17103085,1.3379402,8.9021976,3.9659732,0.0045475919
0.075,2840.4427,3690.4242,2953.4583,-0.2018884,8.2741731,2.4830752,1.5140364,0.17073314,1.3410533,8.8678531,3.966881,0.0045386349
0.076,2848.336,3690.2223,2961.0295,-0.2007984,8.2726673,2.4829048,1.5058066,0.17044462,1.3440353,8.8345798,3.967787,0.0045299283
0.077,2855.9149,3690.0215,2968.2994,-0.19974523,8.2711695,2.4827346,1.4978537,0.17016513,1.3468914,8.8023539,3.9686912,0.0045214677
0.078,2863.191,3689.8218,2975.2788,-0.19872793,8.2696793,2.4825647,1.4901705,0.16989451,1.3496266,8.7711515,3.9695939,0.0045132484
0.079,2870.1753,3689.623,2981.9785,-0.19774553,8.2681965,2.4823951,1.4827497,0.16963258,1.3522457,8.7409485,3.970495,0.0045052656
0.08,2876.8785,3689.4253,2988.4087,-0.19679708,8.266721,2.4822257,1.4755841,0.16937918,1.3547534,8.7117208,3.9713945,0.0044975145
0.081,2883.3112,3689.2285,2994.5794,-0.19588166,8.2652523,2.4820566,1.4686667,0.16913411,1.3571542,8.6834445,3.9722925,0.0044899902
0.082,2889.4833,3689.0326,3000.5002,-0.19499832,8.2637903,2.4818877,1.4619905,0.16889722,1.3594524,8.6560955,3.973189,0.0044826877
0.083,2895.4048,3688.8376,3006.1806,-0.19414616,8.2623348,2.481719,1.4555485,0.16866831,1.3616524,8.6296499,3.9740841,0.0044756022
0.084,2901.0859,3688.6435,3011.6294,-0.19332426,8.2608854,2.4815506,1.4493339,0.16844721,1.3637613,8.604084,3.9749779,0.0044687285
0.085,2906.5347,3688.4501,3016.8554,-0.19253175,8.2594421,2.4813823,1.4433402,0.16823373,1.3657795,8.5793747,3.9758703,0.0044620617
0.086,2911.7599,3688.2576,3021.867,-0.19176776,8.2580045,2.4812143,1.4375607,0.1680277,1.3677105,8.5554983,3.9767614,0.0044555968
0.087,2916.7701,3688.0658,3026.6725,-0.1910314,8.2565725,2.4810465,1.4319889,0.16782893,1.3695581,8.5324317,3.9776513,0.0044493287
0.088,2921.5735,3687.8748,3031.2797,-0.19032184,8.2551459,2.4808788,1.4266183,0.16763723,1.3713255,8.5101519,3.9785399,0.0044432523
0.089,2926.1755,3687.6845,3035.6963,-0.18963825,8.2537245,2.4807114,1.4214427,0.16745243,1.373013,8.4886363,3.9794274,0.0044373627
0.09,2930.5842,3687.4948,3039.9298,-0.18897978,8.252308,2.4805441,1.4164559,0.16727433,1.3746242,8.4678619,3.9803137,0.0044316547
0.091,2934.8094,3687.3059,3043.9872,-0.18834563,8.2508964,2.480377,1.4116517,0.16710276,1.3761651,8.4478064,3.9811989,0.0044261234
0.092,2938.8583,3687.1175,3047.8755,-0.18773501,8.2494893,2.4802101,1.4070243,0.16693753,1.3776385,8.428448,3.9820831,0.0044207636
0.093,2942.7376,3686.9298,3051.6011,-0.18714715,8.2480868,2.4800433,1.4025677,0.16677846,1.3790474,8.4097655,3.9829662,0.0044155707
0.094,2946.4541,3686.7426,3055.1704,-0.18658131,8.2466885,2.4798767,1.3982765,0.16662538,1.3803943,8.3917377,3.9838483,0.0044105398
0.095,2950.0141,3686.556,3058.5897,-0.18603675,8.2452944,2.4797102,1.3941451,0.16647812,1.3816818,8.3743442,3.9847294,0.0044056661
0.096,2953.4239,3686.37,3061.8647,-0.18551276,8.2439042,2.4795438,1.3901681,0.1663365,1.3829124,8.3575645,3.9856096,0.0044009449
0.097,2956.6894,3686.1845,3065.0013,-0.18500863,8.2425178,2.4793776,1.3863402,0.16620036,1.3840885,8.341379,3.9864889,0.0043963716
0.098,2959.8163,3685.9995,3068.0049,-0.18452369,8.2411352,2.4792116,1.3826563,0.16606952,1.3852124,8.3257683,3.9873673,0.0043919417
0.099,2962.8101,3685.815,3070.8807,-0.18405728,8.2397561,2.4790456,1.3791115,0.16594382,1.3862861,8.3107133,3.9882448,0.0043876507
0.1,2965.6761,3685.6309,3073.6339,-0.18360874,8.2383804,2.4788798,1.3757009,0.1658231,1.3873119,8.2961954,3.9891215,0.0043834941
0.101,2968.4195,3685.4473,3076.2694,-0.18317744,8.237008,2.4787141,1.3724197,0.16570721,1.3882917,8.2821967,3.9899974,0.0043794678
0.102,2971.0451,3685.2641,3078.7919,-0.18276279,8.2356387,2.4785485,1.3692634,0.16559598,1.3892275,8.2686994,3.9908725,0.0043755674
0.103,2973.5578,3685.0814,3081.206,-0.18236418,8.2342725,2.478383,1.3662275,0.16548926,1.3901211,8.2556863,3.9917469,0.0043717888
0.104,2975.962,3684.899,3083.5159,-0.18198103,8.2329092,2.4782176,1.3633076,0.16538692,1.3909742,8.2431406,3.9926205,0.004368128
0.105,2978.2622,3684.717,3085.726,-0.18161279,8.2315487,2.4780523,1.3604996,0.16528879,1.3917886,8.2310459,3.9934934,0.0043645811
0.106,2980.4625,3684.5354,3087.8402,-0.18125892,8.2301909,2.4778871,1.3577994,0.16519474,1.392566,8.2193864,3.9943657,0.0043611442
0.107,2982.567,3684.3541,3089.8624,-0.18091888,8.2288357,2.477722,1.355203,0.16510463,1.3933078,8.2081466,3.9952372,0.0043578134
0.108,2984.5797,3684.1732,3091.7965,-0.18059217,8.2274829,2.477557,1.3527066,0.16501832,1.3940155,8.1973114,3.9961081,0.0043545853
0.109,2986.5042,3683.9926,3093.6458,-0.18027829,8.2261326,2.4773921,1.3503064,0.16493569,1.3946907,8.1868662,3.9969784,0.0043514561
0.11,2988.3441,3683.8124,3095.414,-0.17997676,8.2247846,2.4772272,1.3479989,0.1648566,1.3953347,8.176797,3.9978481,0.0043484225
0.111,2990.1029,3683.6324,3097.1044,-0.17968712,8.2234389,2.4770624,1.3457806,0.16478093,1.3959487,8.1670899,3.9987172,0.004345481
0.112,2991.784,3683.4527,3098.72,-0.17940893,8.2220952,2.4768977,1.3436482,0.16470855,1.3965341,8.1577316,3.9995857,0.0043426283
0.113,2993.3905,3683.2733,3100.2641,-0.17914174,8.2207536,2.4767331,1.3415982,0.16463936,1.3970921,8.1487092,4.0004537,0.0043398613
0.114,2994.9254,3683.0941,3101.7395,-0.17888513,8.219414,2.4765685,1.3396277,0.16457322,1.3976238,8.1400103,4.0013211,0.0043371769
0.115,2996.3918,3682.9153,3103.149,-0.17863872,8.2180763,2.476404,1.3377336,0.16451005,1.3981303,8.1316226,4.0021881,0.004334572
0.116,2997.7924,3682.7366,3104.4953,-0.17840209,8.2167403,2.4762396,1.3359129,0.16444971,1.3986128,8.1235345,4.0030545,0.0043320437
0.117,2999.13,3682.5582,3105.7811,-0.17817488,8.2154062,2.4760752,1.3341628,0.16439212,1.3990722,8.1157347,4.0039204,0.0043295893
0.118,3000.4071,3682.38,3107.0089,-0.17795672,8.2140737,2.4759108,1.3324806,0.16433717,1.3995094,8.1082122,4.0047858,0.0043272059
0.119,3001.6263,3682.2021,3108.1811,-0.17774725,8.2127428,2.4757466,1.3308636,0.16428475,1.3999256,8.1009564,4.0056508,0.004324891
0.12,3002.7899,3682.0243,3109.2999,-0.17754615,8.2114135,2.4755823,1.3293093,0.16423478,1.4003214,8.0939571,4.0065153,0.0043226419
0.121,3003.9003,3681.8468,3110.3675,-0.17735308,8.2100857,2.4754181,1.3278152,0.16418717,1.4006979,8.0872044,4.0073794,0.0043204562
0.122,3004.9597,3681.6694,3111.3862,-0.17716772,8.2087593,2.475254,1.3263789,0.16414182,1.4010557,8.0806888,4.0082431,0.0043183315
0.123,3005.9701,3681.4923,3112.3578,-0.17698978,8.2074343,2.4750899,1.3249983,0.16409864,1.4013958,8.0744011,4.0091063,0.0043162654
0.124,3006.9337,3681.3153,3113.2845,-0.17681895,8.2061107,2.4749258,1.323671,0.16405757,1.4017189,8.0683323,4.0099692,0.0043142558
0.125,3007.8524,3681.1385,3114.168,-0.17665497,8.2047883,2.4747618,1.3223949,0.1640185,1.4020256,8.0624741,4.0108317,0.0043123004
0.126,3008.7279,3680.9618,3115.0101,-0.17649755,8.2034671,2.4745978,1.3211681,0.16398138,1.4023167,8.056818,4.0116937,0.0043103972
0.127,3009.5623,3680.7853,3115.8126,-0.17634643,8.2021471,2.4744339,1.3199885,0.16394611,1.4025928,8.0513561,4.0125554,0.0043085442
0.128,3010.357,3680.609,3116.5771,-0.17620136,8.2008283,2.47427,1.3188543,0.16391263,1.4028546,8.0460808,4.0134168,0.0043067394
0.129,3011.1139,3680.4328,3117.3052,-0.17606211,8.1995105,2.4741061,1.3177636,0.16388088,1.4031027,8.0409847,4.0142778,0.0043049809
0.13,3011.8344,3680.2567,3117.9984,-0.17592843,8.1981938,2.4739422,1.3167148,0.16385078,1.4033377,8.0360607,4.0151384,0.0043032669
0.131,3012.5202,3680.0808,3118.6582,-0.17580011,8.1968781,2.4737784,1.315706,0.16382226,1.40356,8.0313019,4.0159988,0.0043015957
0.132,3013.1726,3679.905,3119.2859,-0.17567692,8.1955633,2.4736146,1.3147358,0.16379527,1.4037704,8.0267018,4.0168587,0.0042999657
0.133,3013.793,3679.7293,3119.883,-0.17555866,8.1942495,2.4734509,1.3138025,0.16376974,1.4039691,8.022254,4.0177184,0.0042983751
0.134,3014.3829,3679.5537,3120.4506,-0.17544514,8.1929366,2.4732871,1.3129046,0.16374563,1.4041569,8.0179524,4.0185778,0.0042968225
0.135,3014.9434,3679.3783,3120.9901,-0.17533615,8.1916246,2.4731234,1.3120408,0.16372286,1.4043341,8.0137912,4.0194369,0.0042953063
0.136,3015.4757,3679.203,3121.5026,-0.17523151,8.1903134,2.4729597,1.3112096,0.16370139,1.4045011,8.0097646,4.0202956,0.0042938251
0.137,3015.9812,3679.0277,3121.9892,-0.17513106,8.189003,2.472796,1.3104097,0.16368116,1.4046584,8.0058673,4.0211541,0.0042923775
0.138,3016.4609,3678.8526,3122.451,-0.17503461,8.1876933,2.4726323,1.3096398,0.16366213,1.4048065,8.0020941,4.0220123,0.0042909622
0.139,3016.9154,3678.6776,3122.8891,-0.17494201,8.1863844,2.4724687,1.3088987,0.16364425,1.4049456,7.9984399,4.0228702,0.0042895779
0.14,3017.3456,3678.5026,3123.3044,-0.17485309,8.1850762,2.4723051,1.3081852,0.16362747,1.405076,7.9948999,4.0237278,0.0042882233
0.141,3017.7532,3678.3278,3123.6979,-0.17476771,8.1837687,2.4721415,1.3074982,0.16361174,1.4051982,7.9914694,4.0245852,0.0042868972
0.142,3018.1391,3678.153,3124.0706,-0.17468572,8.1824619,2.4719779,1.3068367,0.16359703,1.4053127,7.9881441,4.0254423,0.0042855986
0.143,3018.5042,3677.9783,3124.4232,-0.17460698,8.1811557,2.4718143,1.3061994,0.16358329,1.4054197,7.9849196,4.0262992,0.0042843263
0.144,3018.8494,3677.8037,3124.7567,-0.17453136,8.1798501,2.4716507,1.3055856,0.16357049,1.4055196,7.9817918,4.0271558,0.0042830792
0.145,3019.1755,3677.6292,3125.0718,-0.17445873,8.1785451,2.4714871,1.3049941,0.16355858,1.4056126,7.9787568,4.0280122,0.0042818564
0.146,3019.4833,3677.4547,3125.3693,-0.17438897,8.1772407,2.4713236,1.3044242,0.16354753,1.405699,7.9758108,4.0288683,0.0042806569
0.147,3019.7736,3677.2803,3125.65,-0.17432196,8.1759368,2.4711601,1.3038748,0.16353731,1.4057791,7.9729501,4.0297242,0.0042794797
0.148,3020.0471,3677.106,3125.9145,-0.17425759,8.1746335,2.4709965,1.3033451,0.16352787,1.4058533,7.9701714,4.0305799,0.0042783239
0.149,3020.3046,3676.9317,3126.1636,-0.17419574,8.1733307,2.470833,1.3028345,0.16351919,1.4059216,7.9674711,4.0314353,0.0042771887
0.15,3020.5466,3676.7575,3126.3978,-0.17413632,8.1720283,2.4706695,1.3023419,0.16351124,1.4059845,7.9648462,4.0322905,0.0042760732
0.151,3020.7739,3676.5834,3126.6178,-0.17407922,8.1707264,2.470506,1.3018668,0.16350399,1.406042,7.9622935,4.0331455,0.0042749767
0.152,3020.987,3676.4093,3126.8243,-0.17402435,8.169425,2.4703425,1.3014083,0.16349741,1.4060945,7.95981,4.0340003,0.0042738983
0.153,3021.1866,3676.2353,3127.0177,-0.17397162,8.1681241,2.470179,1.3009658,0.16349147,1.4061422,7.957393,4.0348549,0.0042728374
0.154,3021.3732,3676.0613,3127.1986,-0.17392094,8.1668235,2.4700155,1.3005387,0.16348614,1.4061852,7.9550396,4.0357092,0.0042717932
0.155,3021.5474,3675.8874,3127.3675,-0.17387222,8.1655234,2.469852,1.3001263,0.1634814,1.4062238,7.9527473,4.0365634,0.0042707651
0.156,3021.7097,3675.7135,3127.525,-0.17382538,8.1642237,2.4696886,1.2997279,0.16347723,1.4062581,7.9505136,4.0374173,0.0042697524
0.157,3021.8605,3675.5397,3127.6716,-0.17378034,8.1629243,2.4695251,1.2993431,0.1634736,1.4062883,7.9483361,4.0382711,0.0042687545
0.158,3022.0005,3675.3659,3127.8076,-0.17373704,8.1616254,2.4693616,1.2989712,0.16347049,1.4063146,7.9462123,4.0391246,0.0042677708
0.159,3022.1299,3675.1922,3127.9335,-0.17369539,8.1603268,2.4691982,1.2986117,0.16346787,1.4063372,7.9441402,4.039978,0.0042668008
0.16,3022.2493,3675.0185,3128.0498,-0.17365533,8.1590285,2.4690347,1.2982641,0.16346574,1.4063562,7.9421177,4.0408312,0.0042658438
0.161,3022.3592,3674.8448,3128.1568,-0.17361679,8.1577306,2.4688712,1.2979279,0.16346406,1.4063718,7.9401425,4.0416842,0.0042648993
0.162,3022.4598,3674.6712,3128.255,-0.17357972,8.156433,2.4687078,1.2976027,0.16346282,1.4063841,7.9382129,4.042537,0.0042639669
0.163,3022.5515,3674.4977,3128.3447,-0.17354404,8.1551357,2.4685443,1.2972879,0.163462,1.4063932,7.9363269,4.0433896,0.004263046
0.164,3022.6349,3674.3241,3128.4262,-0.17350971,8.1538387,2.4683808,1.2969832,0.16346159,1.4063993,7.9344828,4.044242,0.0042621363
0.165,3022.7101,3674.1506,3128.5,-0.17347666,8.152542,2.4682174,1.296688,0.16346156,1.4064026,7.9326788,4.0450942,0.0042612371
0.166,3022.7776,3673.9771,3128.5662,-0.17344484,8.1512456,2.4680539,1.2964021,0.1634619,1.406403,7.9309132,4.0459463,0.0042603482
0.167,3022.8376,3673.8037,3128.6254,-0.17341421,8.1499495,2.4678905,1.2961251,0.16346259,1.4064009,7.9291846,4.0467982,0.0042594691
0.168,3022.8905,3673.6303,3128.6777,-0.17338471,8.1486536,2.467727,1.2958565,0.16346363,1.4063961,7.9274912,4.0476499,0.0042585994
0.169,3022.9366,3673.4569,3128.7234,-0.17335629,8.147358,2.4675635,1.295596,0.16346499,1.406389,7.9258318,4.0485015,0.0042577388
0.17,3022.9762,3673.2835,3128.7628,-0.17332892,8.1460627,2.4674001,1.2953433,0.16346666,1.4063795,7.9242049,4.0493528,0.0042568868
0.171,3023.0095,3673.1102,3128.7962,-0.17330254,8.1447676,2.4672366,1.2950981,0.16346863,1.4063678,7.9226092,4.0502041,0.0042560431
0.172,3023.0368,3672.9369,3128.8238,-0.17327711,8.1434727,2.4670731,1.29486,0.16347089,1.406354,7.9210434,4.0510551,0.0042552074
0.173,3023.0583,3672.7636,3128.8459,-0.17325261,8.1421781,2.4669096,1.2946288,0.16347342,1.4063381,7.9195062,4.051906,0.0042543794
0.174,3023.0743,3672.5904,3128.8627,-0.17322898,8.1408837,2.4667462,1.2944041,0.16347622,1.4063202,7.9179965,4.0527567,0.0042535587
0.175,3023.0851,3672.4171,3128.8744,-0.17320619,8.1395895,2.4665827,1.2941858,0.16347927,1.4063005,7.9165131,4.0536072,0.0042527452
0.176,3023.0908,3672.2439,3128.8812,-0.17318421,8.1382955,2.4664192,1.2939735,0.16348256,1.406279,7.9150551,4.0544576,0.0042519384
0.177,3023.0916,3672.0707,3128.8834,-0.17316301,8.1370018,2.4662557,1.2937669,0.16348608,1.4062558,7.9136212,4.0553078,0.0042511381
0.178,3023.0878,3671.8976,3128.8811,-0.17314254,8.1357082,2.4660922,1.2935659,0.16348982,1.4062309,7.9122106,4.0561579,0.0042503441
0.179,3023.0796,3671.7244,3128.8745,-0.17312278,8.1344148,2.4659287,1.2933702,0.16349378,1.4062044,7.9108223,4.0570078,0.0042495562
