time,longitude,latitude,pressure_hPa,geopotential height_m,temperature_C,dew point temperature_C,ice point temperature_C,relative humidity_%,humidity wrt ice_%,mixing ratio_g/kg,wind direction_degree,wind speed_m/s
2025-05-31 23:06:07,-115.1847,36.0471, 929.5,  698, 40.0, -0.5, -0.4,  8,  8, 3.97,230, 1.5
2025-05-31 23:06:08,-115.1847,36.0472, 929.0,  703, 39.9, -1.4, -1.2,  8,  8, 3.72,181, 4.0
2025-05-31 23:06:09,-115.1847,36.0472, 928.6,  708, 39.8, -2.3, -2.1,  7,  7, 3.47,181, 4.0
2025-05-31 23:06:10,-115.1847,36.0472, 928.2,  712, 39.7, -3.4, -3.0,  7,  7, 3.21,181, 3.9
2025-05-31 23:06:11,-115.1846,36.0473, 927.8,  716, 39.6, -4.4, -3.9,  6,  6, 2.97,181, 3.9
2025-05-31 23:06:12,-115.1846,36.0473, 927.4,  719, 39.5, -5.6, -4.9,  6,  6, 2.72,182, 3.9
2025-05-31 23:06:13,-115.1846,36.0474, 926.9,  723, 39.4, -6.8, -6.1,  5,  5, 2.47,182, 3.9
2025-05-31 23:06:14,-115.1846,36.0474, 926.6,  726, 39.3, -8.0, -7.1,  5,  5, 2.25,184, 3.8
2025-05-31 23:06:15,-115.1846,36.0475, 926.2,  730, 39.2, -7.9, -7.0,  5,  5, 2.27,187, 3.8
2025-05-31 23:06:16,-115.1846,36.0475, 925.8,  734, 39.1, -7.8, -6.9,  5,  5, 2.29,190, 3.8
2025-05-31 23:06:17,-115.1846,36.0475, 925.5,  738, 39.1, -7.7, -6.8,  5,  5, 2.31,192, 3.8
2025-05-31 23:06:18,-115.1846,36.0476, 925.0,  742, 38.9, -7.6, -6.7,  5,  5, 2.34,196, 3.7
2025-05-31 23:06:19,-115.1846,36.0476, 924.7,  745, 38.9, -7.5, -6.7,  5,  5, 2.35,198, 3.7
2025-05-31 23:06:20,-115.1845,36.0477, 924.3,  748, 38.8, -7.4, -6.6,  5,  5, 2.37,201, 3.7
2025-05-31 23:06:21,-115.1845,36.0477, 924.0,  752, 38.7, -7.3, -6.5,  5,  5, 2.39,204, 3.6
2025-05-31 23:06:22,-115.1845,36.0477, 923.6,  756, 38.6, -7.2, -6.4,  5,  5, 2.40,207, 3.6
2025-05-31 23:06:23,-115.1845,36.0478, 923.2,  760, 38.5, -7.1, -6.3,  5,  5, 2.42,206, 3.5
2025-05-31 23:06:24,-115.1845,36.0478, 922.8,  764, 38.4, -7.1, -6.3,  5,  5, 2.44,206, 3.5
2025-05-31 23:06:25,-115.1845,36.0478, 922.5,  767, 38.3, -7.0, -6.2,  5,  5, 2.46,205, 3.4
2025-05-31 23:06:26,-115.1845,36.0478, 922.0,  771, 38.2, -6.9, -6.1,  5,  5, 2.48,204, 3.3
2025-05-31 23:06:27,-115.1845,36.0478, 921.6,  775, 38.2, -6.8, -6.0,  5,  5, 2.49,203, 3.3
2025-05-31 23:06:28,-115.1845,36.0479, 921.2,  780, 38.1, -6.7, -6.0,  6,  6, 2.51,202, 3.2
2025-05-31 23:06:29,-115.1845,36.0479, 920.8,  784, 38.0, -6.6, -5.9,  6,  6, 2.53,201, 3.2
2025-05-31 23:06:30,-115.1845,36.0479, 920.3,  788, 37.9, -6.6, -5.8,  6,  6, 2.54,200, 3.1
2025-05-31 23:06:31,-115.1845,36.0479, 919.9,  792, 37.9, -6.5, -5.7,  6,  6, 2.56,198, 3.1
2025-05-31 23:06:32,-115.1845,36.0479, 919.5,  797, 37.8, -6.4, -5.7,  6,  6, 2.57,197, 3.0
2025-05-31 23:06:33,-115.1845,36.0480, 919.0,  801, 37.7, -6.3, -5.6,  6,  6, 2.59,196, 3.0
2025-05-31 23:06:34,-115.1845,36.0480, 918.5,  806, 37.6, -6.3, -5.6,  6,  6, 2.61,195, 2.9
2025-05-31 23:06:35,-115.1845,36.0480, 918.1,  810, 37.6, -6.2, -5.5,  6,  6, 2.62,194, 2.9
2025-05-31 23:06:36,-115.1845,36.0480, 917.6,  815, 37.5, -6.1, -5.4,  6,  6, 2.64,193, 2.8
