time,longitude,latitude,pressure_hPa,geopotential height_m,temperature_C,dew point temperature_C,ice point temperature_C,relative humidity_%,humidity wrt ice_%,mixing ratio_g/kg,wind direction_degree,wind speed_m/s
2024-06-17 11:11:02,-115.1847,36.0472, 919.9,  698, 26.2, -1.6, -1.4, 16, 16, 3.70,180, 8.5
2024-06-17 11:11:03,-115.1846,36.0474, 919.4,  702, 26.1, -1.5, -1.3, 16, 16, 3.73,188,14.4
2024-06-17 11:11:04,-115.1846,36.0475, 918.9,  706, 26.0, -1.5, -1.3, 16, 16, 3.74,188,14.4
2024-06-17 11:11:05,-115.1846,36.0477, 918.4,  711, 25.8, -1.4, -1.3, 17, 17, 3.75,188,14.4
2024-06-17 11:11:06,-115.1845,36.0479, 917.9,  717, 25.7, -1.4, -1.2, 17, 17, 3.76,188,14.4
2024-06-17 11:11:07,-115.1845,36.0480, 917.3,  722, 25.6, -1.3, -1.2, 17, 17, 3.78,188,14.4
2024-06-17 11:11:08,-115.1845,36.0482, 916.8,  728, 25.5, -1.3, -1.2, 17, 17, 3.79,188,14.4
2024-06-17 11:11:09,-115.1844,36.0483, 916.1,  734, 25.4, -1.2, -1.1, 17, 17, 3.82,189,14.6
2024-06-17 11:11:10,-115.1844,36.0485, 915.5,  739, 25.4, -1.2, -1.1, 17, 17, 3.81,189,14.6
2024-06-17 11:11:11,-115.1844,36.0487, 914.9,  746, 25.3, -1.3, -1.1, 17, 17, 3.81,190,14.7
2024-06-17 11:11:12,-115.1843,36.0488, 914.2,  752, 25.3, -1.3, -1.2, 17, 17, 3.80,190,14.8
2024-06-17 11:11:13,-115.1843,36.0490, 913.6,  759, 25.3, -1.3, -1.2, 17, 17, 3.80,191,14.9
2024-06-17 11:11:14,-115.1843,36.0492, 912.9,  765, 25.2, -1.4, -1.2, 17, 17, 3.79,191,15.0
2024-06-17 11:11:15,-115.1842,36.0493, 912.4,  771, 25.2, -1.4, -1.2, 17, 17, 3.79,192,15.1
2024-06-17 11:11:16,-115.1842,36.0494, 911.9,  776, 25.2, -1.4, -1.3, 17, 17, 3.78,192,15.3
2024-06-17 11:11:17,-115.1841,36.0496, 911.4,  781, 25.1, -1.4, -1.3, 17, 17, 3.78,193,15.4
2024-06-17 11:11:18,-115.1841,36.0497, 910.9,  785, 25.1, -1.5, -1.3, 17, 17, 3.77,193,15.4
2024-06-17 11:11:19,-115.1840,36.0498, 910.4,  790, 25.1, -1.5, -1.3, 17, 17, 3.77,193,15.4
2024-06-17 11:11:20,-115.1839,36.0500, 909.8,  795, 25.1, -1.5, -1.3, 17, 17, 3.76,194,15.5
2024-06-17 11:11:21,-115.1839,36.0500, 909.2,  801, 25.0, -1.6, -1.4, 17, 17, 3.75,194,15.5
2024-06-17 11:11:22,-115.1839,36.0502, 908.9,  804, 25.0, -1.6, -1.4, 17, 17, 3.75,194,15.6
2024-06-17 11:11:23,-115.1838,36.0503, 908.5,  808, 25.1, -1.6, -1.4, 17, 17, 3.75,194,15.6
2024-06-17 11:11:24,-115.1838,36.0504, 908.0,  813, 25.1, -1.6, -1.4, 17, 17, 3.74,194,15.7
2024-06-17 11:11:25,-115.1837,36.0505, 907.5,  817, 25.1, -1.6, -1.4, 17, 17, 3.74,194,15.7
2024-06-17 11:11:26,-115.1837,36.0506, 907.1,  821, 25.2, -1.6, -1.5, 17, 17, 3.74,195,15.7
2024-06-17 11:11:27,-115.1836,36.0508, 906.4,  827, 25.2, -1.7, -1.5, 17, 17, 3.73,195,15.8
2024-06-17 11:11:28,-115.1836,36.0509, 905.8,  833, 25.2, -1.7, -1.5, 17, 17, 3.73,195,15.8
2024-06-17 11:11:29,-115.1835,36.0510, 905.2,  839, 25.3, -1.7, -1.5, 17, 17, 3.73,195,15.9
2024-06-17 11:11:30,-115.1835,36.0511, 904.6,  845, 25.3, -1.7, -1.5, 17, 17, 3.73,195,15.9
2024-06-17 11:11:31,-115.1834,36.0512, 904.0,  851, 25.3, -1.8, -1.5, 17, 17, 3.72,196,15.7
2024-06-17 11:11:32,-115.1834,36.0513, 903.4,  857, 25.4, -1.8, -1.6, 17, 17, 3.72,196,15.5
2024-06-17 11:11:33,-115.1833,36.0515, 902.8,  863, 25.4, -1.8, -1.6, 17, 17, 3.72,196,15.3
2024-06-17 11:11:34,-115.1833,36.0516, 902.1,  869, 25.4, -1.8, -1.6, 16, 16, 3.71,196,15.1
2024-06-17 11:11:35,-115.1832,36.0517, 901.5,  875, 25.5, -1.8, -1.6, 16, 16, 3.71,197,14.8
2024-06-17 11:11:36,-115.1832,36.0518, 900.8,  882, 25.6, -1.8, -1.6, 16, 16, 3.72,197,14.6
2024-06-17 11:11:37,-115.1831,36.0519, 900.2,  888, 25.7, -1.8, -1.6, 16, 16, 3.73,197,14.4
2024-06-17 11:11:38,-115.1831,36.0521, 899.6,  894, 25.7, -1.8, -1.6, 16, 16, 3.74,197,14.2
2024-06-17 11:11:39,-115.1830,36.0522, 899.0,  900, 25.8, -1.7, -1.5, 16, 16, 3.75,198,14.0
2024-06-17 11:11:40,-115.1830,36.0523, 898.4,  906, 25.9, -1.7, -1.5, 16, 16, 3.75,198,13.8
2024-06-17 11:11:41,-115.1829,36.0524, 897.9,  912, 26.0, -1.7, -1.5, 16, 16, 3.76,198,13.6
