time,longitude,latitude,pressure_hPa,geopotential height_m,temperature_C,dew point temperature_C,ice point temperature_C,relative humidity_%,humidity wrt ice_%,mixing ratio_g/kg,wind direction_degree,wind speed_m/s
2025-06-04 23:03:08,-115.1847,36.0471, 927.4,  698, 32.8,  6.9,  6.9, 20, 20, 6.74,185, 1.5
2025-06-04 23:03:09,-115.1846,36.0471, 926.8,  705, 32.6,  6.6,  6.6, 20, 20, 6.63,226, 4.1
2025-06-04 23:03:10,-115.1846,36.0471, 926.1,  712, 32.3,  6.4,  6.4, 20, 20, 6.51,226, 4.1
2025-06-04 23:03:11,-115.1846,36.0472, 925.4,  719, 32.1,  6.1,  6.1, 20, 20, 6.40,226, 4.1
2025-06-04 23:03:12,-115.1845,36.0472, 925.0,  722, 32.0,  6.0,  6.0, 20, 20, 6.34,226, 4.1
2025-06-04 23:03:13,-115.1845,36.0472, 924.0,  732, 31.7,  5.6,  5.6, 19, 19, 6.18,226, 4.0
2025-06-04 23:03:14,-115.1844,36.0473, 923.3,  738, 31.4,  5.3,  5.3, 19, 19, 6.07,227, 4.0
2025-06-04 23:03:15,-115.1844,36.0473, 922.5,  746, 31.3,  5.1,  5.1, 19, 19, 5.98,227, 3.9
2025-06-04 23:03:16,-115.1844,36.0473, 922.2,  750, 31.2,  5.1,  5.1, 19, 19, 6.00,228, 3.9
2025-06-04 23:03:17,-115.1843,36.0473, 921.6,  755, 31.1,  5.2,  5.2, 20, 20, 6.02,228, 3.8
2025-06-04 23:03:18,-115.1843,36.0474, 921.0,  761, 31.1,  5.3,  5.3, 20, 20, 6.05,229, 3.7
2025-06-04 23:03:19,-115.1843,36.0474, 920.4,  766, 31.0,  5.3,  5.3, 20, 20, 6.08,229, 3.6
2025-06-04 23:03:20,-115.1842,36.0474, 919.9,  771, 30.9,  5.4,  5.4, 20, 20, 6.10,230, 3.6
2025-06-04 23:03:21,-115.1842,36.0474, 919.3,  777, 30.8,  5.4,  5.4, 20, 20, 6.13,231, 3.5
2025-06-04 23:03:22,-115.1841,36.0475, 918.7,  782, 30.8,  5.5,  5.5, 20, 20, 6.15,231, 3.4
2025-06-04 23:03:23,-115.1841,36.0475, 918.1,  788, 30.7,  5.5,  5.5, 20, 20, 6.18,232, 3.3
2025-06-04 23:03:24,-115.1841,36.0475, 917.5,  794, 30.6,  5.6,  5.6, 21, 21, 6.20,232, 3.3
2025-06-04 23:03:25,-115.1841,36.0475, 916.9,  800, 30.5,  5.6,  5.6, 21, 21, 6.23,231, 3.3
2025-06-04 23:03:26,-115.1840,36.0475, 916.3,  806, 30.5,  5.6,  5.6, 21, 21, 6.25,231, 3.2
2025-06-04 23:03:27,-115.1840,36.0475, 915.7,  812, 30.4,  5.7,  5.7, 21, 21, 6.28,231, 3.2
2025-06-04 23:03:28,-115.1840,36.0475, 915.0,  818, 30.3,  5.7,  5.7, 21, 21, 6.30,231, 3.2
2025-06-04 23:03:29,-115.1839,36.0475, 914.3,  824, 30.3,  5.8,  5.8, 21, 21, 6.31,230, 3.2
2025-06-04 23:03:30,-115.1839,36.0476, 913.7,  831, 30.2,  5.8,  5.8, 21, 21, 6.33,230, 3.1
2025-06-04 23:03:31,-115.1839,36.0476, 913.0,  838, 30.1,  5.8,  5.8, 22, 22, 6.34,230, 3.1
2025-06-04 23:03:32,-115.1839,36.0476, 912.4,  845, 30.1,  5.8,  5.8, 22, 22, 6.35,230, 3.1
2025-06-04 23:03:33,-115.1838,36.0476, 911.7,  851, 30.0,  5.8,  5.8, 22, 22, 6.36,229, 3.0
2025-06-04 23:03:34,-115.1838,36.0476, 911.0,  858, 30.0,  5.8,  5.8, 22, 22, 6.38,229, 3.0
2025-06-04 23:03:35,-115.1838,36.0476, 910.4,  864, 29.9,  5.9,  5.9, 22, 22, 6.39,229, 3.0
2025-06-04 23:03:36,-115.1837,36.0476, 909.7,  871, 29.8,  5.9,  5.9, 22, 22, 6.40,229, 3.0
2025-06-04 23:03:37,-115.1837,36.0476, 909.0,  877, 29.8,  5.9,  5.9, 22, 22, 6.41,230, 2.9
2025-06-04 23:03:38,-115.1837,36.0477, 908.4,  883, 29.7,  5.9,  5.9, 22, 22, 6.42,231, 2.9
2025-06-04 23:03:39,-115.1837,36.0477, 907.8,  890, 29.7,  5.9,  5.9, 22, 22, 6.43,232, 2.9
2025-06-04 23:03:40,-115.1836,36.0477, 907.1,  896, 29.6,  5.9,  5.9, 22, 22, 6.44,233, 2.9
2025-06-04 23:03:41,-115.1836,36.0477, 906.7,  900, 29.6,  5.9,  5.9, 22, 22, 6.45,234, 2.9
2025-06-04 23:03:42,-115.1836,36.0477, 905.9,  908, 29.5,  6.0,  6.0, 23, 23, 6.46,236, 2.9
2025-06-04 23:03:43,-115.1835,36.0477, 905.3,  914, 29.4,  6.0,  6.0, 23, 23, 6.47,237, 2.9
2025-06-04 23:03:44,-115.1835,36.0477, 904.7,  920, 29.3,  6.0,  6.0, 23, 23, 6.47,238, 2.9
2025-06-04 23:03:45,-115.1835,36.0477, 904.1,  926, 29.3,  6.0,  6.0, 23, 23, 6.48,239, 2.9
2025-06-04 23:03:46,-115.1835,36.0478, 903.5,  931, 29.2,  6.0,  6.0, 23, 23, 6.48,240, 2.9
2025-06-04 23:03:47,-115.1834,36.0478, 903.0,  937, 29.1,  6.0,  6.0, 23, 23, 6.49,242, 2.9
2025-06-04 23:03:48,-115.1834,36.0478, 902.4,  942, 29.1,  6.0,  6.0, 23, 23, 6.49,243, 2.9
2025-06-04 23:03:49,-115.1834,36.0478, 901.9,  947, 29.0,  6.0,  6.0, 23, 23, 6.50,244, 2.9
2025-06-04 23:03:50,-115.1833,36.0478, 901.3,  953, 29.0,  6.0,  6.0, 23, 23, 6.50,245, 2.9
2025-06-04 23:03:51,-115.1833,36.0478, 900.8,  958, 28.9,  6.0,  6.0, 23, 23, 6.51,247, 2.9
2025-06-04 23:03:52,-115.1833,36.0478, 900.3,  964, 28.8,  6.0,  6.0, 24, 24, 6.51,248, 2.9
